CID,TID,score,score_note,score_type,error
16132446,"Q7Z2W7",,"","","no valid path was found"
16132446,"Q7Z3S7",,"","","target was not found"
16132446,"Q7Z429",,"","","target was not found"
16132446,"Q7Z4H4",,"","","no valid path was found"
16132446,"Q7Z4W1",,"","",""
16132446,"Q86TI2",,"","","no valid path was found"
16132446,"Q86UE8",,"","","target was not found"
16132446,"Q86UX6",,"","","no valid path was found"
16132446,"Q86V86",,"","","no valid path was found"
16132446,"Q86VQ6",,"","","target was not found"
16132446,"Q86WU2",,"","","no valid path was found"
16132446,"Q86X55",,"","","target was not found"
16132446,"Q86XE5",,"","","target was not found"
16132446,"Q86XP0",,"","","no valid path was found"
16132446,"Q86Y39",,"","","no valid path was found"
16132446,"Q86YV6",,"","","target was not found"
16132446,"Q86Z02",,"","",""
16132446,"Q8IU85",,"","","no valid path was found"
16132446,"Q8IV08",,"","","no valid path was found"
16132446,"Q8IV61",,"","",""
16132446,"Q8IVH8",,"","","no valid path was found"
16132446,"Q8IVW4",,"","","target was not found"
16132446,"Q8IW41",,"","",""
16132446,"Q8IWQ3",,"","","target was not found"
16132446,"Q8IWT1",,"","","no valid path was found"
16132446,"Q8IWU9",,"","","no valid path was found"
16132446,"Q8IWW8",,"","","target was not found"
16132446,"Q8IXJ6",,"","","target was not found"
16132446,"Q8IY84",,"","","target was not found"
16132446,"Q8IYB8",,"","","target was not found"
16132446,"Q8IYT8",,"","","no valid path was found"
16132446,"Q8IZS8",,"","","target was not found"
16132446,"Q8N1C3",,"","",""
16132446,"Q8N1Q1",,"","","no valid path was found"
16132446,"Q8N2K0",,"","","no valid path was found"
16132446,"Q8N3E9",,"","","target was not found"
16132446,"Q8N474",,"","","no valid path was found"
16132446,"Q8N4C8",,"","","target was not found"
16132446,"Q8N4T0",,"","","target was not found"
16132446,"Q8N568",,"","","no valid path was found"
16132446,"Q8N5S9",,"","","no valid path was found"
16132446,"Q8N752",,"","","target was not found"
16132446,"Q8NBP7",,"","",""
16132446,"Q8NCC3",,"","","no valid path was found"
16132446,"Q8NCG5",,"","",""
16132446,"Q8NCG7",,"","","no valid path was found"
16132446,"Q8NE63",,"","","target was not found"
16132446,"Q8NEB9",,"","","no valid path was found"
16132446,"Q8NER1",,"","","no valid path was found"
16132446,"Q8NER5",,"","",""
16132446,"Q8NET8",,"","","no valid path was found"
16132446,"Q8NEV4",,"","",""
16132446,"Q8NFD2",,"","","target was not found"
16132446,"Q8NFI3",,"","","target was not found"
16132446,"Q8NFJ6",,"","","no valid path was found"
16132446,"Q8NFM4",,"","","target was not found"
16132446,"Q8NG66",,"","","target was not found"
16132446,"Q8NG68",,"","","no valid path was found"
16132446,"Q8NI60",,"","","no valid path was found"
16132446,"Q8TCG2",,"","","no valid path was found"
16132446,"Q8TCT1",,"","","no valid path was found"
16132446,"Q8TCU5",,"","",""
16132446,"Q8TCW9",,"","","no valid path was found"
16132446,"Q8TD08",,"","","target was not found"
16132446,"Q8TD19",,"","","no valid path was found"
16132446,"Q8TDC3",,"","","no valid path was found"
16132446,"Q8TDR2",,"","","target was not found"
16132446,"Q8TDS4",,"","",""
16132446,"Q8TDU6",,"","",""
16132446,"Q8TDV5",,"","","target was not found"
16132446,"Q8TDX7",,"","","no valid path was found"
16132446,"Q8TET4",,"","",""
16132446,"Q8TF76",,"","","target was not found"
16132446,"Q8WTQ7",,"","","no valid path was found"
16132446,"Q8WTS6",,"","","no valid path was found"
16132446,"Q8WU08",,"","","target was not found"
16132446,"Q8WUI4",,"","","target was not found"
16132446,"Q8WW43",,"","","no valid path was found"
16132446,"Q8WWL7",,"","",""
16132446,"Q8WWR8",,"","","no valid path was found"
16132446,"Q8WXA8",,"","","target was not found"
16132446,"Q8WXQ8",,"","","no valid path was found"
16132446,"Q8WXR4",,"","","no valid path was found"
16132446,"Q92542",,"","","no valid path was found"
16132446,"Q92630",,"","",""
16132446,"Q92633",,"","","no valid path was found"
16132446,"Q92667",,"","",""
16132446,"Q92696",,"","","target was not found"
16132446,"Q92731",,"","",""
16132446,"Q92736",,"","","no valid path was found"
16132446,"Q92769",,"","","no valid path was found"
16132446,"Q92772",,"","",""
16132446,"Q92793",,"","",""
16132446,"Q92813",,"","","no valid path was found"
16132446,"Q92820",,"","","no valid path was found"
16132446,"Q92824",,"","","no valid path was found"
16132446,"Q92830",,"","","no valid path was found"
16132446,"Q92831",,"","","no valid path was found"
16132446,"Q92843",,"","","no valid path was found"
16132446,"Q92847",,"","",""
16132446,"Q92851",,"","",""
16132446,"Q92876",,"","",""
16132446,"Q92887",,"","",""
16132446,"Q92918",,"","",""
16132446,"Q92934",,"","","target was not found"
16132446,"Q92952",,"","","no valid path was found"
16132446,"Q92993",,"","","no valid path was found"
16132446,"Q92997",,"","","no valid path was found"
16132446,"Q93084",,"","","no valid path was found"
16132446,"Q93086",,"","","no valid path was found"
16132446,"Q93088",,"","",""
16132446,"Q93096",,"","",""
16132446,"Q93100",,"","","target was not found"
16132446,"Q969F8",,"","","no valid path was found"
16132446,"Q969S8",,"","","no valid path was found"
16132446,"Q969U7",,"","","target was not found"
16132446,"Q969V1",,"","","target was not found"
16132446,"Q96BI3",,"","","no valid path was found"
16132446,"Q96BR1",,"","","no valid path was found"
16132446,"Q96CA5",,"","","no valid path was found"
16132446,"Q96D53",,"","","no valid path was found"
16132446,"Q96DB2",,"","","no valid path was found"
16132446,"Q96EB6",,"","","no valid path was found"
16132446,"Q96G91",,"","","no valid path was found"
16132446,"Q96GD4",,"","",""
16132446,"Q96HH9",,"","","no valid path was found"
16132446,"Q96IY4",,"","","no valid path was found"
16132446,"Q96KB5",,"","",""
16132446,"Q96KQ7",,"","","target was not found"
16132446,"Q96KS0",,"","",""
16132446,"Q96L34",,"","","no valid path was found"
16132446,"Q96LB1",,"","","target was not found"
16132446,"Q96LB2",,"","","target was not found"
16132446,"Q96LZ3",,"","","no valid path was found"
16132446,"Q96M32",,"","","target was not found"
16132446,"Q96NX5",,"","","no valid path was found"
16132446,"Q96P09",,"","","no valid path was found"
16132446,"Q96P65",,"","","target was not found"
16132446,"Q96PD7",,"","",""
16132446,"Q96PF2",,"","","target was not found"
16132446,"Q96PN6",,"","","target was not found"
16132446,"Q96PY6",,"","",""
16132446,"Q96Q40",,"","","target was not found"
16132446,"Q96QU1",,"","",""
16132446,"Q96R05",,"","","no valid path was found"
16132446,"Q96RG2",,"","","target was not found"
16132446,"Q96RI0",,"","","no valid path was found"
16132446,"Q96RI1",,"","",""
16132446,"Q96RJ0",,"","","no valid path was found"
16132446,"Q96RP8",,"","","target was not found"
16132446,"Q96RR4",,"","",""
16132446,"Q96S37",,"","","target was not found"
16132446,"Q96SB4",,"","","no valid path was found"
16132446,"Q99062",,"","",""
16132446,"Q99250",,"","","no valid path was found"
16132446,"Q99259",,"","",""
16132446,"Q99418",,"","","no valid path was found"
16132446,"Q99460",,"","","no valid path was found"
16132446,"Q99487",,"","","no valid path was found"
16132446,"Q99489",,"","","target was not found"
16132446,"Q99500",,"","",""
16132446,"Q99519",,"","","target was not found"
16132446,"Q99523",,"","",""
16132446,"Q99527",,"","","no valid path was found"
16132446,"Q99538",,"","","no valid path was found"
16132446,"Q99558",,"","",""
16132446,"Q99571",,"","",""
16132446,"Q99572",,"","",""
16132446,"Q99640",,"","","no valid path was found"
16132446,"Q99645",,"","","no valid path was found"
16132446,"Q99661",,"","","no valid path was found"
16132446,"Q99677",,"","","no valid path was found"
16132446,"Q99683",,"","",""
16132446,"Q99685",,"","","no valid path was found"
16132446,"Q99705",,"","","no valid path was found"
16132446,"Q99714",,"","",""
16132446,"Q99720",,"","","no valid path was found"
16132446,"Q99755",,"","",""
16132446,"Q99759",,"","",""
16132446,"Q99788",,"","","no valid path was found"
16132446,"Q99808",,"","",""
16132446,"Q99816",,"","","no valid path was found"
16132446,"Q99835",,"","",""
16132446,"Q99836",,"","","no valid path was found"
16132446,"Q99873",,"","",""
16132446,"Q99895",,"","",""
16132446,"Q99928",,"","",""
16132446,"Q99943",,"","",""
16132446,"Q9BPW9",,"","",""
16132446,"Q9BQB6",,"","",""
16132446,"Q9BQI3",,"","","target was not found"
16132446,"Q9BRC7",,"","","target was not found"
16132446,"Q9BRS2",,"","","target was not found"
16132446,"Q9BT73",,"","","target was not found"
16132446,"Q9BTU6",,"","",""
16132446,"Q9BTY2",,"","","no valid path was found"
16132446,"Q9BUB5",,"","",""
16132446,"Q9BVG8",,"","","no valid path was found"
16132446,"Q9BVS4",,"","","target was not found"
16132446,"Q9BW60",,"","","no valid path was found"
16132446,"Q9BWD1",,"","","no valid path was found"
16132446,"Q9BWU1",,"","","no valid path was found"
16132446,"Q9BXA7",,"","","target was not found"
16132446,"Q9BXC0",,"","","target was not found"
16132446,"Q9BXR0",,"","","no valid path was found"
16132446,"Q9BXU1",,"","","target was not found"
16132446,"Q9BY41",,"","","no valid path was found"
16132446,"Q9BY64",,"","",""
16132446,"Q9BYF1",,"","","no valid path was found"
16132446,"Q9BYP7",,"","","target was not found"
16132446,"Q9BYT3",,"","","target was not found"
16132446,"Q9BZ11",,"","","no valid path was found"
16132446,"Q9BZJ3",,"","","no valid path was found"
16132446,"Q9BZL6",,"","","no valid path was found"
16132446,"Q9BZM1",,"","","no valid path was found"
16132446,"Q9BZM2",,"","","no valid path was found"
16132446,"Q9BZX2",,"","","no valid path was found"
16132446,"Q9C098",,"","","no valid path was found"
16132446,"Q9GZQ4",,"","",""
16132446,"Q9GZQ6",,"","","target was not found"
16132446,"Q9GZT4",,"","",""
16132446,"Q9GZT9",,"","",""
16132446,"Q9GZV3",,"","","no valid path was found"
16132446,"Q9GZZ6",,"","",""
16132446,"Q9H093",,"","","no valid path was found"
16132446,"Q9H0C8",,"","","target was not found"
16132446,"Q9H0K1",,"","","target was not found"
16132446,"Q9H1C0",,"","","target was not found"
16132446,"Q9H1D9",,"","","no valid path was found"
16132446,"Q9H1R3",,"","","no valid path was found"
16132446,"Q9H227",,"","",""
16132446,"Q9H228",,"","","no valid path was found"
16132446,"Q9H239",,"","","no valid path was found"
16132446,"Q9H244",,"","","no valid path was found"
16132446,"Q9H2F3",,"","","no valid path was found"
16132446,"Q9H2G2",,"","","no valid path was found"
16132446,"Q9H2K2",,"","",""
16132446,"Q9H2K8",,"","",""
16132446,"Q9H2R5",,"","","no valid path was found"
16132446,"Q9H2S1",,"","","no valid path was found"
16132446,"Q9H2X6",,"","","target was not found"
16132446,"Q9H3N8",,"","","no valid path was found"
16132446,"Q9H3R0",,"","","target was not found"
16132446,"Q9H3S4",,"","",""
16132446,"Q9H3Y6",,"","","no valid path was found"
16132446,"Q9H422",,"","","no valid path was found"
16132446,"Q9H4A3",,"","",""
16132446,"Q9H4A4",,"","",""
16132446,"Q9H4B4",,"","","target was not found"
16132446,"Q9H4B7",,"","",""
16132446,"Q9H4Y5",,"","","no valid path was found"
16132446,"Q9H598",,"","","no valid path was found"
16132446,"Q9H5J4",,"","","no valid path was found"
16132446,"Q9H6P5",,"","","no valid path was found"
16132446,"Q9H6Z9",,"","",""
16132446,"Q9H7Z7",,"","","no valid path was found"
16132446,"Q9H9B1",,"","","no valid path was found"
16132446,"Q9H9Q2",,"","","target was not found"
16132446,"Q9HA47",,"","","no valid path was found"
16132446,"Q9HAS3",,"","","target was not found"
16132446,"Q9HAZ1",,"","",""
16132446,"Q9HB03",,"","","no valid path was found"
16132446,"Q9HB55",,"","",""
16132446,"Q9HB89",,"","","target was not found"
16132446,"Q9HBA0",,"","","no valid path was found"
16132446,"Q9HBH1",,"","","target was not found"
16132446,"Q9HBH9",,"","",""
16132446,"Q9HBI0",,"","","target was not found"
16132446,"Q9HBW0",,"","","no valid path was found"
16132446,"Q9HBY8",,"","","no valid path was found"
16132446,"Q9HC35",,"","","no valid path was found"
16132446,"Q9HC98",,"","","no valid path was found"
16132446,"Q9HCG7",,"","",""
16132446,"Q9HCP0",,"","",""
16132446,"Q9HCR9",,"","","target was not found"
16132446,"Q9HCU8",,"","","target was not found"
16132446,"Q9HD36",,"","","no valid path was found"
16132446,"Q9NNW7",,"","","no valid path was found"
16132446,"Q9NP56",,"","","no valid path was found"
16132446,"Q9NPA1",,"","","no valid path was found"
16132446,"Q9NPB9",,"","","no valid path was found"
16132446,"Q9NPC1",,"","","no valid path was found"
16132446,"Q9NPZ5",,"","","no valid path was found"
16132446,"Q9NQ66",,"","",""
16132446,"Q9NQS7",,"","","no valid path was found"
16132446,"Q9NQU5",,"","","no valid path was found"
16132446,"Q9NQW7",,"","","no valid path was found"
16132446,"Q9NR20",,"","",""
16132446,"Q9NR82",,"","",""
16132446,"Q9NR96",,"","","no valid path was found"
16132446,"Q9NR97",,"","",""
16132446,"Q9NRA0",,"","","target was not found"
16132446,"Q9NRD8",,"","","target was not found"
16132446,"Q9NRE1",,"","","no valid path was found"
16132446,"Q9NRM7",,"","",""
16132446,"Q9NRP7",,"","","no valid path was found"
16132446,"Q9NRR2",,"","","no valid path was found"
16132446,"Q9NRW4",,"","","no valid path was found"
16132446,"Q9NS75",,"","","no valid path was found"
16132446,"Q9NS85",,"","",""
16132446,"Q9NSD5",,"","","no valid path was found"
16132446,"Q9NSY1",,"","","target was not found"
16132446,"Q9NTG7",,"","","no valid path was found"
16132446,"Q9NUW8",,"","","no valid path was found"
16132446,"Q9NUX5",,"","","no valid path was found"
16132446,"Q9NVP1",,"","","no valid path was found"
16132446,"Q9NWL6",,"","","target was not found"
16132446,"Q9NWM8",,"","","no valid path was found"
16132446,"Q9NWT6",,"","","no valid path was found"
16132446,"Q9NWT8",,"","","no valid path was found"
16132446,"Q9NWZ3",,"","","no valid path was found"
16132446,"Q9NXB9",,"","",""
16132446,"Q9NXG6",,"","","no valid path was found"
16132446,"Q9NY33",,"","","no valid path was found"
16132446,"Q9NY46",,"","","no valid path was found"
16132446,"Q9NY47",,"","","target was not found"
16132446,"Q9NY57",,"","","target was not found"
16132446,"Q9NY72",,"","","no valid path was found"
16132446,"Q9NYA1",,"","","no valid path was found"
16132446,"Q9NYK1",,"","",""
16132446,"Q9NYL2",,"","","no valid path was found"
16132446,"Q9NYP7",,"","","target was not found"
16132446,"Q9NYY3",,"","","no valid path was found"
16132446,"Q9NZ08",,"","","no valid path was found"
16132446,"Q9NZ20",,"","","no valid path was found"
16132446,"Q9NZ42",,"","","no valid path was found"
16132446,"Q9NZJ5",,"","",""
16132446,"Q9NZK7",,"","","no valid path was found"
16132446,"Q9NZV8",,"","","no valid path was found"
16132446,"Q9P0G3",,"","","no valid path was found"
16132446,"Q9P0L2",,"","","no valid path was found"
16132446,"Q9P0X4",,"","","no valid path was found"
16132446,"Q9P0Z9",,"","","no valid path was found"
16132446,"Q9P1W9",,"","",""
